name,title,start,Complete,Duration,cost,variance,planned,actual,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
Department of the Interior,USGS - Hazards - Advanced National Seismic System (ANSS),2010,2013,1358,0.823,80.03,0.761,0.151943,,,,,,,,,
Department of the Interior,USGS - Hazards - Advanced National Seismic System (ANSS),2010,2013,1358,20.201,98.05,20.201,0.393175,,,,,,,,,
Department of the Interior,USGS - Hazards - Advanced National Seismic System (ANSS),2009,2011,998,19.5,0,18.638,18.638,,,,,,,,,
Department of the Interior,USGS - Water - National Water Information System (NWIS),2010,2011,627,7.83,1.95,7.83,7.677395,,,,,,,,,
Department of the Interior,USGS - Water - National Water Information System (NWIS),2011,2012,628,7.6,0.25,7.6,7.581,,,,,,,,,
Department of the Interior,USGS - CSS - TNM Reengineering Project,2011,2012,567,4.654,0,4.654,4.654,,,,,,,,,
Department of the Interior,USGS - CSS - TNM Reengineering Project,2011,2012,567,0.175,0,0.175,0.175,,,,,,,,,
Department of the Interior,USGS - CSS - TNM Reengineering Project,2010,2011,627,4.654,1.16,4.654,4.6,,,,,,,,,
Department of the Interior,USGS - CSS - TNM Reengineering Project,2010,2011,627,0.175,-16.57,0.175,0.204,,,,,,,,,
Department of the Interior,DOI - Financial and Business Management System (FBMS),2011,2012,265,6328.517,0.39,6.328517,6.303669,,,,,,,,,
Department of the Interior,DOI - Financial and Business Management System (FBMS),2011,2013,631,41480,0,11.784,11.784,,,,,,,,,
Department of the Interior,"DOI - Incident Management, Analysis, and Reporting System (IMARS)",2010,2013,1112,2.045,10.34,0.435,0.39,,,,,,,,,
Department of the Interior,"DOI - Incident Management, Analysis, and Reporting System (IMARS)",2010,2012,1086,1.22,7.02,0.212,0.197109,,,,,,,,,
Department of the Interior,DOI - National Fire Plan Operations and Reporting System (NFPORS),2010,2011,674,0.436141,12.97,0.081232,0.070693,,,,,,,,,
Department of the Interior,DOI - National Fire Plan Operations and Reporting System (NFPORS),2011,2012,675,0.38,1.42,0.38,0.37459,,,,,,,,,
Department of the Interior,E-DOI - Geospatial Line of Business (GeoLoB),2011,2012,567,0.465,33.12,0.465,0.311008,,,,,,,,,
Department of the Interior,E-DOI - Geospatial Line of Business (GeoLoB),2011,2012,567,0.465,33,0.465,0.311544,,,,,,,,,
Department of the Interior,E-DOI - Geospatial Line of Business (GeoLoB),2011,2012,567,0.465,49.87,0.31,0.155393,,,,,,,,,
Department of the Interior,BOR1-GCPO SCADA (Grand Coulee Power Office Supervisory Control and Data Acquisition System),2008,2015,2819,31.965872,0,7.226724,7.226724,,,,,,,,,
Department of the Interior,BOR1-LCDCSS (Lower Colorado Dams Control Systems and Services),2011,2012,565,0.23,0,0.23,0.23,,,,,,,,,
Department of the Interior,BOR1-LCDCSS (Lower Colorado Dams Control Systems and Services),2012,2013,366,0.02,0,0.01,0.01,,,,,,,,,
Department of the Interior,DOI - Integrated Reporting of Wildland-Fire Information (iRWIn),2011,2012,510,1.85,0,1.85,1.85,,,,,,,,,
Department of the Interior,DOI - Integrated Reporting of Wildland-Fire Information (iRWIn),2012,2012,69,2.2,0,2.2,2.2,,,,,,,,,
Department of the Interior,USGS - CLU - Land Satellites Data System (LSDS),2010,2013,1358,36.057,-10.95,25.717258,28.533399,,,,,,,,,
Department of the Interior,DOI - Infrastructure - Security Management,2011,2012,628,12.547182,0,12.547182,12.547182,,,,,,,,,
Department of the Interior,DOI - Infrastructure - End User Support,2011,2012,628,21.944,0,21.94369,21.94369,,,,,,,,,
Department of the Interior,DOI - Infrastructure - End User Support,2011,2012,628,80.331096,0,80.331096,80.331096,,,,,,,,,
Department of the Interior,DOI - Infrastructure - IT Infrastructure Management Enabling Capabilities,2011,2012,628,7.112,0,7.112,7.112,,,,,,,,,
Department of the Interior,DOI - Infrastructure - Telecommunications,2011,2012,510,24.151191,0,24.151191,24.151191,,,,,,,,,
Department of the Interior,DOI - Infrastructure - Telecommunications,2011,2012,628,52.597902,0,52.597902,52.597902,,,,,,,,,
Department of the Interior,DOI - Infrastructure - Mainframe / Server Support,2011,2012,628,70.06221,0,70.06221,70.06221,,,,,,,,,
Department of Justice,JMD Unified Financial Management System (UFMS),2002,2021,7202,851.145712,0.92,42.348096,41.958562,,,,,,,,,
Department of Justice,JMD Unified Financial Management System (UFMS),2010,2015,1624,48.421,0.08,48.420743,48.380336,,,,,,,,,
Department of Justice,JMD Unified Financial Management System (UFMS),2010,2012,1076,17.661015,0,17.633992,17.633992,,,,,,,,,
Department of Justice,JMD Unified Financial Management System (UFMS),2012,2013,397,0.747266,0,0.747266,0.747266,,,,,,,,,
Department of Justice,JMD Unified Financial Management System (UFMS),2010,2012,1054,5.902,0.28,5.901918,5.885327,,,,,,,,,
Department of Justice,FBI Data Integration and Visualization System (DIVS),2011,2011,182,26.428,6.88,26.428,24.609,,,,,,,,,
Department of Justice,FBI Data Integration and Visualization System (DIVS),2011,2012,567,21.575,53.01,21.575,10.138,,,,,,,,,
Department of Justice,FBI Digital Collection,2011,2012,440,16.278,0.12,16.278,16.258,,,,,,,,,
Department of Justice,FBI Digital Collection,2011,2012,628,6.12,0,6.12,6.12,,,,,,,,,
Department of Justice,FBI Guardian,2011,2012,509,1.884,0.9,1.884,1.867,,,,,,,,,
Department of Justice,FBI Guardian,2012,2012,303,1.884,7.13,1.884,1.74976,,,,,,,,,
Department of Justice,FBI Guardian,2012,2013,509,1.884,2.28,1.884,1.841,,,,,,,,,
Department of Justice,FBI Guardian,2011,2012,421,1.884,0.81,1.884,1.8688,,,,,,,,,
Department of Justice,FBI Guardian,2011,2012,539,1.884,3.18,1.884,1.824,,,,,,,,,
Department of Justice,FBI Guardian,2012,2013,390,1.884,2.18,1.881,1.84,,,,,,,,,
Department of Justice,FBI Law Enforcement National Data Exchange Program (NDEx),2011,2012,400,15.675,9.79,14.9,13.442,,,,,,,,,
Department of Justice,FBI Law Enforcement Online (LEO),2009,2012,1339,13.655,0,1.51025,1.51025,,,,,,,,,
Department of Justice,FBI National Instant Criminal Background Check System (NICS),2011,2012,596,2.898189,0.37,2.898189,2.887466,,,,,,,,,
Department of Justice,FBI SENTINEL,2010,2012,856,32.6383,3.34,32.638258,31.548973,,,,,,,,,
Department of Justice,FBI Terrorist Screening System (TSS),2011,2011,6,4.128,0,4.127,4.127,,,,,,,,,
Department of Justice,FBI Terrorist Screening System (TSS),2011,2012,346,2.811,0,2.811,2.811,,,,,,,,,
Department of Justice,FBI Terrorist Screening System (TSS),2011,2012,384,3.259,-36.21,3.259,4.439,,,,,,,,,
Department of Justice,FBI Terrorist Screening System (TSS),2012,2012,334,3.259,0,3.259,3.259,,,,,,,,,
Department of Justice,FBI Terrorist Screening System (TSS),2012,2012,360,4.888,0,4.888,4.888,,,,,,,,,
Department of Justice,FBI Terrorist Screening System (TSS),2013,2013,146,3.307,0,3.307,3.307,,,,,,,,,
Department of Justice,FBI Terrorist Screening System (TSS),2013,2013,148,5.035,0,5.035,5.035,,,,,,,,,
Department of Justice,FBI Top Secret/Sensitive Compartmented Information Operational Network (SCION),2011,2012,628,8.48,0.79,8.48,8.413,,,,,,,,,
Department of Justice,FBI Top Secret/Sensitive Compartmented Information Operational Network (SCION),2011,2013,814,2.858,0,2.858,2.858,,,,,,,,,
Department of Justice,FBI Top Secret/Sensitive Compartmented Information Operational Network (SCION),2011,2012,532,6.85,0,6.85,6.85,,,,,,,,,
Department of Justice,FBI Top Secret/Sensitive Compartmented Information Operational Network (SCION),2011,2012,365,6.35,0,6.35,6.35,,,,,,,,,
Department of Justice,FBI Top Secret/Sensitive Compartmented Information Operational Network (SCION),2012,2013,540,4.43,0,4.43,4.43,,,,,,,,,
Department of Justice,FBI Combined DNA Index System (CODIS),2011,2011,262,1.61,15.19,1.61,1.365506,,,,,,,,,
Department of Justice,FBI Combined DNA Index System (CODIS),2011,2012,365,6.04,7.1,6.04,5.611248,,,,,,,,,
Department of Justice,FBI Combined DNA Index System (CODIS),2011,2012,569,4,0,4,4,,,,,,,,,
Department of Justice,FBI Combined DNA Index System (CODIS),2011,2012,723,1.425,0,1.425,1.425,,,,,,,,,
Department of Justice,FBI Data Centers,2010,2012,726,4.845,0,4.845,4.845,,,,,,,,,
Department of Justice,FBI Data Centers,2010,2012,726,6.155,0,3.922,3.922,,,,,,,,,
Department of Justice,FBI National Crime Information Center (NCIC),2011,2014,1025,21.07708,0.81,21.077,20.90629,,,,,,,,,
Department of Justice,FBI National Crime Information Center (NCIC),2011,2012,319,0.99825,0,0.99825,0.99825,,,,,,,,,
Department of Justice,BOP SENTRY,2011,2012,540,0.5576,0,0.55756,0.55755,,,,,,,,,
Department of Labor,OFCCP - Federal Contractor Compliance System,2011,2012,448,6.402,0,6.402,6.402,,,,,,,,,
Department of Labor,BLS - Industrial Prices Systems (IPS),2011,2011,265,0.674,-1.92,0.674,0.686959,,,,,,,,,
Department of Labor,BLS - Industrial Prices Systems (IPS),2011,2012,567,1.029,-2.63,1.029,1.056087,,,,,,,,,
Department of Labor,BLS - Industrial Prices Systems (IPS),2011,2012,476,1.572,33.33,1.572,1.048,,,,,,,,,
Department of Labor,BLS - Industrial Prices Systems (IPS),2011,2012,567,0.568,25.7,0.568,0.422,,,,,,,,,
Department of Labor,BLS - Industrial Prices Systems (IPS),2012,2012,236,0.212,0,0.212,0.212,,,,,,,,,
Department of Labor,BLS - Industrial Prices Systems (IPS),2011,2012,385,0.331,41.39,0.331,0.194,,,,,,,,,
Department of Labor,BLS - Industrial Prices Systems (IPS),2012,2012,236,0.664,3.46,0.664,0.641,,,,,,,,,
Department of Labor,BLS - Industrial Prices Systems (IPS),2011,2012,567,1.029,0,1.029,1.029,,,,,,,,,
Department of Labor,BLS - Industrial Prices Systems (IPS),2011,2012,567,1.029,0,1.029,1.029,,,,,,,,,
Department of Labor,BLS - Industrial Prices Systems (IPS),2011,2012,567,0.515,5,0.515,0.489253,,,,,,,,,
Department of Labor,BLS - National Compensation Survey (NCS) Maintenance,2011,2012,567,0.336,21.73,0.336,0.263,,,,,,,,,
Department of Labor,BLS - National Compensation Survey (NCS) Maintenance,2011,2012,567,0.462,19.05,0.462,0.374,,,,,,,,,
Department of Labor,BLS - National Compensation Survey (NCS) Maintenance,2011,2012,567,0.42,17.14,0.42,0.348,,,,,,,,,
Department of Labor,BLS - National Compensation Survey (NCS) Maintenance,2011,2012,567,0.63,17.14,0.63,0.522,,,,,,,,,
Department of Labor,EBSA - EFAST2,2011,2012,238,0.735,0,0.735,0.735,,,,,,,,,
Department of Labor,EBSA - EFAST2,2012,2013,298,0.756,0,0.756,0.756,,,,,,,,,
Department of Labor,EBSA - EFAST2,2011,2011,298,0.587886,27.33,0.588,0.427276,,,,,,,,,
Department of Labor,EBSA - EFAST2,2012,2012,299,0.605522,33.17,0.606,0.405,,,,,,,,,
Department of Labor,ETA - Unemployment Insurance Database Management System,2011,2012,506,0.064572,0,0.064572,0.064572,,,,,,,,,
Department of Labor,ETA - Unemployment Insurance Database Management System,2011,2012,628,0.180626,0,0.180626,0.180626,,,,,,,,,
Department of Labor,ETA - Unemployment Insurance Database Management System,2012,2012,177,0.1411,0,0.1411,0.1411,,,,,,,,,
Department of Labor,ETA - Unemployment Insurance Database Management System,2012,2012,266,0.260251,0,0.260251,0.260251,,,,,,,,,
Department of Labor,OLMS - Electronic Labor Organization Reporting System (e.LORS),2011,2011,265,0.15,1.33,0.15,0.148,,,,,,,,,
Department of Labor,OLMS - Electronic Labor Organization Reporting System (e.LORS),2011,2012,628,0.27,-0.37,0.27,0.271,,,,,,,,,
Department of Labor,OASAM - Departmental E-Business Suite (DEBS),2011,2011,7,0.21608,0,0.21608,0.21608,,,,,,,,,
Department of Labor,OASAM - Departmental E-Business Suite (DEBS),2011,2011,295,0.14856,0,0.14856,0.14856,,,,,,,,,
Department of Labor,OASAM - Departmental E-Business Suite (DEBS),2012,2012,-1,0.20776,0,0.20776,0.20776,,,,,,,,,
Department of Labor,OASAM - Departmental E-Business Suite (DEBS),2012,2012,119,0.30504,0,0.30504,0.30504,,,,,,,,,
Department of Labor,OASAM - Departmental E-Business Suite (DEBS),2012,2012,119,0.30848,0,0.30848,0.30848,,,,,,,,,
Department of Labor,OASAM - Departmental E-Business Suite (DEBS),2012,2012,233,0.28918,0,0.28918,0.28918,,,,,,,,,
Department of Labor,OASAM - Departmental E-Business Suite (DEBS),2012,2012,236,0.11,0,0.11,0.11,,,,,,,,,
Department of Labor,OASAM - Departmental E-Business Suite (DEBS),2012,2012,233,0.0924,0,0.0924,0.0924,,,,,,,,,
Department of Labor,OASAM - Departmental E-Business Suite (DEBS),2012,2012,233,0.0725,0,0.0725,0.0725,,,,,,,,,
Department of Labor,OASAM - Departmental E-Business Suite (DEBS),2012,2012,356,0.13,0,0.13,0.13,,,,,,,,,
Department of Labor,OASAM - Departmental E-Business Suite (DEBS),2012,2012,356,0.12,0,0.12,0.12,,,,,,,,,
Department of Labor,OASAM - HSPD-12,2011,2011,32,0.161,13.69,0.1607,0.1387,,,,,,,,,
Department of Labor,OASAM - HSPD-12,2011,2012,567,1.1425,0.01,1.1425,1.1424,,,,,,,,,
Department of Labor,OASAM - HSPD-12,2011,2011,-68,1.141,49.74,1.141,0.57346,,,,,,,,,
Department of Labor,OASAM - HSPD-12,2011,2011,18,0.0764,-0.05,0.0764,0.076442,,,,,,,,,
Department of Labor,OASAM - HSPD-12,2011,2011,103,0.0964,6.1,0.0964,0.090523,,,,,,,,,
Department of Labor,OASAM - HSPD-12,2011,2011,105,0.137,0.04,0.1368,0.136739,,,,,,,,,
Department of Labor,SOL - IT Modernization,2008,2013,2089,7.218,-7907.33,3.949547,316.253171,,,,,,,,,
Department of Labor,SOL - IT Modernization,2010,2013,1278,3.192,1.14,2.007189,1.984257,,,,,,,,,
Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),2010,2011,627,0.66,-25.84,0.66,0.830561,,,,,,,,,
Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),2010,2011,380,1.19,-98.95,1.19,2.367468,,,,,,,,,
Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),2010,2011,396,1.04,-1.31,1.04,1.053584,,,,,,,,,
Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),2011,2012,428,1.04,33.68,1.04,0.689707,,,,,,,,,
Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),2011,2012,231,0.02,-250,0.02,0.07,,,,,,,,,
Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),2011,2011,92,0.02,-150,0.02,0.05,,,,,,,,,
Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),2011,2012,331,0.03,-100,0.03,0.06,,,,,,,,,
Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),2011,2012,331,0.03,-100,0.03,0.06,,,,,,,,,
Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),2011,2012,612,1,-88.51,1,1.885136,,,,,,,,,
Department of Labor,ETA - Job Corps Student Pay Allotment Management Information System (SPAMIS),2010,2012,760,0.962,0,0.962,0.962,,,,,,,,,
Department of Labor,ETA - Job Corps Student Pay Allotment Management Information System (SPAMIS),2011,2011,271,0.254,0,0.254,0.254,,,,,,,,,
Department of Labor,ETA - Job Corps Student Pay Allotment Management Information System (SPAMIS),2011,2012,327,0.369,0,0.369,0.369,,,,,,,,,
Department of Labor,ETA - Job Corps Student Pay Allotment Management Information System (SPAMIS),2011,2012,365,1.295,0,1.295,1.295,,,,,,,,,
Department of Labor,MSHA - MSHA Standardized Information System (MSIS),2010,2011,601,3.769769,36.45,1.631924,1.037095,,,,,,,,,
Department of Labor,MSHA - MSHA Standardized Information System (MSIS),2011,2012,639,4.743254,26.52,4.743254,3.485574,,,,,,,,,
Department of Labor,MSHA - MSHA Standardized Information System (MSIS),2012,2013,692,1,0,0.094352,0.094352,,,,,,,,,
Department of Labor,MSHA - MSHA Standardized Information System (MSIS),2009,2012,1151,2.405086,15.49,0.639683,0.540576,,,,,,,,,
Department of Labor,MSHA - MSHA Standardized Information System (MSIS),2009,2011,1089,1.735,53.98,0.164943,0.075908,,,,,,,,,
Department of Labor,MSHA - MSHA Standardized Information System (MSIS),2012,2012,208,0.9,0,0.9,0.9,,,,,,,,,
Department of Labor,OCFO - DOL New Core Financial Management System (NCFMS),2011,2012,361,0.122891,5.95,0.122891,0.115582,,,,,,,,,
Department of Labor,OCFO - DOL New Core Financial Management System (NCFMS),2012,2012,233,0.519999,0,0.519999,0.519999,,,,,,,,,
Department of Labor,OCFO - DOL New Core Financial Management System (NCFMS),2011,2012,136,0.294937,0,0.294937,0.294937,,,,,,,,,
Department of Labor,OCFO - DOL New Core Financial Management System (NCFMS),2012,2012,148,0.111973,0,0.111973,0.111973,,,,,,,,,
Department of Labor,OCFO - DOL New Core Financial Management System (NCFMS),2011,2012,94,0.251938,0,0.251938,0.251938,,,,,,,,,
Department of Labor,OCFO - DOL New Core Financial Management System (NCFMS),2011,2012,209,0.349498,1.24,0.349498,0.345178,,,,,,,,,
Department of Labor,OCFO - DOL New Core Financial Management System (NCFMS),2011,2012,275,0.13518,0,0.13518,0.13518,,,,,,,,,
Department of Labor,OCFO - DOL New Core Financial Management System (NCFMS),2012,2012,-17,0.135178,0,0.135178,0.135178,,,,,,,,,
Department of Labor,OCFO - DOL New Core Financial Management System (NCFMS),2012,2012,16,0.337949,0,0.337949,0.337949,,,,,,,,,
Department of Labor,OCFO - DOL New Core Financial Management System (NCFMS),2012,2012,227,0.122891,0,0.122891,0.122891,,,,,,,,,
Department of Labor,OCFO - DOL New Core Financial Management System (NCFMS),2012,2012,189,0.335911,0,0.335911,0.335911,,,,,,,,,
Department of Labor,ODEP - Disability.gov,2011,2012,567,1.0153,0,1.0153,1.0153,,,,,,,,,
Department of Labor,ODEP - Disability.gov,2011,2012,567,0.7807,0,0.7807,0.7807,,,,,,,,,
Department of Labor,ODEP - Disability.gov,2011,2012,567,0.05,0,0.05,0.05,,,,,,,,,
